0,0,0,0,0,0,0,0
0.25917,0.10485,0.78269,0.51935,0.66805,0.31342,0.6938,0.58106
0.43355,0.10835,0.99322,0.32323,0.86831,0.40137,0.81274,0.6333
0.32045,0.02344,0.77123,0.30353,0.55036,0.26347,0.73365,0.53891
0.30671,0.04063,1.02021,0.33083,0.73907,0.3925,0.87763,0.51834
0.58373,0.12563,0.72298,0.20425,0.88985,0.34369,0.7836,0.52384
0.91627,0.42209,1.02782,0.35443,0.8986,0.40483,0.88059,0.61089
0.68002,0.11979,1.11838,0.53113,1.02611,0.29314,0.76427,0.56165
0.45238,0.0656,0.61436,0.23742,0.75389,0.18755,0.67602,0.52212
0.44075,0.0413,0.76871,0.43547,0.93953,0.45948,0.93807,0.53595
0.33019,0.039,0.63864,0.35608,0.85086,0.29072,0.65475,0.48005
0.76671,0.41574,0.78998,0.49698,1.18671,0.3861,0.74636,0.62265
0.42211,0.18101,0.58671,0.12659,0.66349,0.23035,0.64159,0.50058
0.415,0.00951,0.77458,0.28988,0.90233,0.32149,0.70781,0.45732
0.56554,0.2918,0.55791,0.2991,0.80926,0.27788,0.85152,0.62398
0.28601,0.13382,0.5388,0.21847,0.66543,0.31569,0.68412,0.48036
0.35766,0.29667,0.64314,0.23158,0.82051,0.37089,0.70563,0.47237
0.5508,0.26013,0.79009,0.33509,0.96306,0.25768,0.84472,0.71138
0.41951,0.26114,0.80692,0.50662,0.80033,0.42777,0.71303,0.58808
0.59427,0.43397,0.70749,0.35846,0.90416,0.32715,0.70477,0.44856
0.62257,0.16531,0.829,0.30708,0.87334,0.31521,0.97494,0.62504
0.43446,0.09186,0.67976,0.3365,0.79999,0.17964,0.88844,0.70569
0.24755,0.05297,0.4775,0.23684,0.65124,0.27311,0.61521,0.41255
0.21928,0.08125,0.57776,0.18439,0.92498,0.22233,0.69058,0.51553
0.41783,0.00225,0.78155,0.29864,1.18417,0.45576,0.67144,0.59121
0.28797,0.05321,0.58175,0.15282,0.83853,0.26752,0.55578,0.40438
0.35004,0.17313,0.84991,0.5538,0.92923,0.38718,0.58301,0.46725
0.50798,0.11251,0.63735,0.24706,0.91522,0.39753,0.56859,0.41286
0.2745,0.03753,0.6472,0.23211,0.9639,0.34275,0.55799,0.41729
0.42079,0.0825,0.59431,0.22621,0.78146,0.24769,0.57579,0.41285
0.63795,0.26297,0.71642,0.43543,0.89665,0.35206,0.57,0.44624
0.46267,0.37219,0.77321,0.31288,1.03917,0.48236,0.63242,0.49158
0.28625,0.10965,0.53372,0.25066,0.68455,0.30842,0.55118,0.41355
0.20528,0.01843,0.60501,0.2192,0.83255,0.42836,0.51816,0.40883
0.34313,0.05428,0.53901,0.24685,0.85298,0.38858,0.51121,0.42826
0.24,0.02057,0.76466,0.21253,0.85736,0.25504,0.50811,0.40011
0.38962,0.0575,0.70112,0.25562,0.96102,0.38161,0.51908,0.4517
0.45959,0.23822,0.71655,0.49054,1.09658,0.48363,0.63522,0.48311
0.36521,0.04659,0.68104,0.36477,0.61045,0.22424,0.5304,0.42377
0.52016,0.13048,0.65132,0.29459,0.81293,0.2852,0.74186,0.5854
0.55647,0.23743,0.83569,0.29743,0.79115,0.20402,0.57121,0.53116
0.51433,0.11801,1.09001,0.52047,0.97783,0.34989,0.51897,0.37888
0.58017,0.19068,0.76946,0.26965,0.8,0.23314,0.59165,0.4494
0.65848,0.12728,0.78923,0.47807,0.67395,0.30515,0.52253,0.39796
0.34486,0.01161,0.61434,0.25702,0.66309,0.21721,0.54791,0.39637
0.45233,0.09679,0.5953,0.34538,0.7746,0.33155,0.69851,0.55505
0.27922,0.00675,0.76207,0.33276,0.84302,0.23013,0.53765,0.39857
0.2716,0.01787,0.59278,0.33006,0.70578,0.19527,0.50603,0.4006
0.52102,0.1697,0.62451,0.32475,0.8795,0.24316,0.57298,0.51642
0.12664,0.09483,0.54822,0.30304,0.82721,0.33411,0.47851,0.40125
0.2479,0.14069,0.63085,0.32121,0.95878,0.39008,0.50762,0.43893
0.32148,0.13049,0.95834,0.48589,1.00687,0.34645,0.47212,0.41591
0.29848,0.2848,0.62939,0.40433,0.84538,0.36851,0.47633,0.39457
0.50618,0.11387,0.58898,0.41471,0.92755,0.45566,0.57727,0.5127
0.28906,0.00434,0.57998,0.39153,1.12157,0.33626,0.53344,0.48261
0.63284,0.28386,0.56234,0.36036,1.05325,0.60012,0.47196,0.38616
0.32229,0.13445,0.46166,0.26523,0.84263,0.43134,0.57952,0.53303
0.37156,0.12428,0.70691,0.35871,0.61637,0.26019,0.46463,0.39171
0.31846,0.06852,0.55286,0.36584,0.54575,0.21326,0.46362,0.39806
0.36693,0.1284,0.72955,0.38856,0.782,0.36269,0.45862,0.38802
0.28219,0.05512,0.65835,0.22965,0.64902,0.2186,0.52553,0.4424
0.44466,0.05886,0.82883,0.2204,0.86518,0.28145,0.69843,0.61338
0.45545,0.02679,0.60231,0.26334,0.65141,0.35477,0.67946,0.57637
0.69971,0.24086,0.659,0.37388,0.94812,0.30065,0.5956,0.51476
0.40585,0.09726,0.7264,0.27736,0.95679,0.38511,0.70884,0.67032
0.52707,0.05444,0.65442,0.39089,0.73379,0.28942,0.5823,0.46628
0.54332,0.2451,0.79608,0.41245,0.85522,0.37688,0.68987,0.67735
0.25453,0.05451,0.54298,0.2693,0.81117,0.50014,0.48258,0.4802
0.50116,0.10748,0.58956,0.35338,0.96856,0.46554,0.56194,0.46832
0.71016,0.09676,0.86882,0.56446,1.23748,0.50143,0.51612,0.48564
0.44246,0.25372,0.50069,0.33508,0.80316,0.30808,0.48031,0.42411
0.43401,0.20783,0.73599,0.51207,1.04468,0.56225,0.48153,0.39523
0.18194,0.01902,0.59572,0.27736,0.69665,0.237,0.49514,0.43972
0.24581,0.02098,0.35347,0.22263,0.68836,0.44437,0.58625,0.53161
0.37465,0.06433,0.44989,0.21093,0.82047,0.29129,0.46741,0.43292
0.49026,0.02975,0.59796,0.34478,0.99607,0.38914,0.43578,0.39092
0.6176,0.13418,0.55183,0.38085,0.64096,0.31675,0.42211,0.3901
0.56795,0.27777,0.49618,0.26897,0.63922,0.35969,0.40152,0.34116
0.33955,0.27106,0.49855,0.24945,0.48661,0.196,0.39679,0.33913
0.39191,0.20362,0.69563,0.25427,0.6982,0.19551,0.59461,0.72112
0.35015,0.14887,0.88072,0.54091,0.72688,0.17565,0.40712,0.35725
0.36848,0.09704,0.54729,0.22633,0.71666,0.45357,0.40584,0.34727
0.67554,0.29007,0.62796,0.31352,0.63565,0.29583,0.4387,0.43019
0.34388,0.13839,0.36108,0.21286,0.59427,0.2813,0.41905,0.36778
0.51258,0.08036,0.59321,0.26753,0.93603,0.36072,0.4794,0.46516
0.44637,0.15652,0.5486,0.38977,0.79624,0.39678,0.43418,0.4214
0.38592,0.11026,0.7482,0.56586,0.86292,0.51465,0.39867,0.3646
0.40534,0.07434,0.3456,0.17453,0.56528,0.31363,0.43743,0.45206
0.37222,0.15938,0.56218,0.33121,0.80249,0.43438,0.39087,0.36507
0.47162,0.00535,0.7152,0.50608,0.72277,0.24263,0.40544,0.36114
0.67318,0.33361,0.51793,0.22479,0.63979,0.2487,0.39931,0.35819
0.35748,0.13277,0.57594,0.2909,0.60375,0.40327,0.39979,0.34572
