0.00E+00,0.00E+00
4.41E-01,3.24E-01
8.89E-01,4.80E-01
9.38E-01,5.25E-01
6.10E-01,4.91E-01
8.07E-01,4.20E-01
8.35E-01,3.40E-01
7.68E-01,3.07E-01
9.01E-01,3.72E-01
9.75E-01,4.16E-01
7.15E-01,3.08E-01
1.01E+00,3.28E-01
8.81E-01,3.50E-01
7.94E-01,2.89E-01
6.64E-01,2.36E-01
1.13E+00,5.79E-01
4.79E-01,2.71E-01
7.35E-01,4.57E-01
6.15E-01,3.67E-01
5.61E-01,4.37E-01
7.39E-01,3.54E-01
6.55E-01,2.70E-01
6.33E-01,3.24E-01
8.86E-01,3.98E-01
5.78E-01,3.02E-01
6.12E-01,2.39E-01
6.54E-01,4.68E-01
7.08E-01,5.51E-01
3.77E-01,1.52E-01
5.44E-01,2.30E-01
6.26E-01,3.32E-01
6.85E-01,3.06E-01
7.43E-01,3.74E-01
1.02E+00,5.92E-01
7.66E-01,3.94E-01
7.79E-01,2.77E-01
7.99E-01,6.34E-01
5.81E-01,2.44E-01
8.83E-01,3.09E-01
8.34E-01,3.45E-01
7.63E-01,3.48E-01
6.45E-01,2.83E-01
7.60E-01,5.51E-01
6.67E-01,4.67E-01
7.35E-01,3.57E-01
9.22E-01,3.30E-01
7.49E-01,3.67E-01
9.51E-01,4.88E-01
4.95E-01,2.69E-01
6.80E-01,2.40E-01
1.12E+00,4.71E-01
8.24E-01,4.31E-01
8.31E-01,4.33E-01
9.78E-01,5.94E-01
1.03E+00,4.60E-01
8.58E-01,5.73E-01
7.21E-01,3.30E-01
7.26E-01,2.62E-01
6.69E-01,2.40E-01
6.95E-01,2.29E-01
8.33E-01,5.26E-01
7.84E-01,4.19E-01
7.27E-01,3.70E-01
5.29E-01,3.49E-01
8.55E-01,6.43E-01
5.55E-01,4.58E-01
7.66E-01,4.16E-01
6.99E-01,4.94E-01
4.36E-01,2.03E-01
8.22E-01,3.94E-01
8.64E-01,5.32E-01
4.43E-01,2.28E-01
8.98E-01,4.75E-01
4.82E-01,3.29E-01
5.02E-01,3.93E-01
5.02E-01,3.27E-01
5.91E-01,3.74E-01
7.03E-01,3.16E-01
7.14E-01,3.36E-01
8.00E-01,3.97E-01
9.32E-01,5.67E-01
7.12E-01,4.12E-01
8.99E-01,5.74E-01
8.83E-01,4.97E-01
6.09E-01,2.84E-01
9.90E-01,2.84E-01
7.37E-01,5.01E-01
8.58E-01,4.35E-01
6.60E-01,3.75E-01
6.62E-01,2.61E-01
6.34E-01,3.23E-01
7.18E-01,4.77E-01
8.04E-01,3.52E-01
8.22E-01,3.59E-01
8.01E-01,4.40E-01
8.84E-01,3.11E-01
5.20E-01,3.69E-01
8.75E-01,3.42E-01
1.10E+00,4.91E-01
4.31E-01,2.34E-01
5.35E-01,2.49E-01
7.45E-01,3.46E-01
5.23E-01,3.21E-01
6.26E-01,3.96E-01
5.03E-01,1.67E-01
7.57E-01,4.27E-01
7.27E-01,4.31E-01
