name,cpu_milli,memory_mib,num_gpu,gpu_milli,gpu_spec,qos,pod_phase,creation_time,deletion_time,scheduled_time
openb-pod-0005,20000,65536,0,0,-1.0,1,Running,2759674,12902960,2759676.0
openb-pod-0016,32000,65536,0,0,-1.0,1,Running,8962274,12902960,8962277.0
openb-pod-0048,8000,30517,0,0,-1.0,2,Running,9992086,10013821,9992086.0
openb-pod-0049,8000,30517,0,0,-1.0,2,Running,9992086,10013820,9992086.0
openb-pod-0050,8000,30517,0,0,-1.0,2,Running,9992104,10013762,9992104.0
openb-pod-0060,8000,30517,0,0,-1.0,2,Running,10000884,10013817,10000885.0
openb-pod-0196,8000,30517,0,0,-1.0,2,Running,10078477,10102841,10078477.0
openb-pod-0203,8000,30517,0,0,-1.0,2,Running,10084399,10085429,10084399.0
openb-pod-0248,12500,65536,0,0,-1.0,1,Running,10104296,10104509,10104330.0
openb-pod-0255,8000,30517,0,0,-1.0,2,Running,10106593,10116316,10106594.0
openb-pod-0266,12500,57344,0,0,-1.0,1,Running,10110007,10110254,10110009.0
openb-pod-0276,12500,57344,0,0,-1.0,1,Running,10113134,10114352,10113136.0
openb-pod-0277,12500,57344,0,0,-1.0,1,Running,10113347,10113526,10113349.0
openb-pod-0281,12500,57344,0,0,-1.0,1,Running,10114302,10114553,10114339.0
openb-pod-0285,16000,65536,0,0,-1.0,1,Running,10118657,10205138,10118657.0
openb-pod-0287,12500,57344,0,0,-1.0,1,Running,10119674,10120128,10119676.0
openb-pod-0288,12500,57344,0,0,-1.0,1,Running,10119716,10120218,10119726.0
openb-pod-0289,12500,57344,0,0,-1.0,1,Running,10119805,10120073,10119839.0
openb-pod-0352,8000,30517,0,0,-1.0,2,Running,10164859,10190091,10164860.0
openb-pod-0365,15400,51200,0,0,-1.0,1,Running,10173573,10173739,10173576.0
openb-pod-0374,12500,57344,0,0,-1.0,1,Running,10175948,10176117,10175950.0
openb-pod-0393,15400,51200,0,0,-1.0,1,Running,10184106,10184386,10184143.0
openb-pod-0394,15400,51200,0,0,-1.0,1,Running,10184155,10184386,10184188.0
openb-pod-0401,16500,51200,0,0,-1.0,1,Running,10188685,10189323,10188721.0
openb-pod-0411,12500,57344,0,0,-1.0,1,Running,10192642,10193088,10192675.0
openb-pod-0417,12500,57344,0,0,-1.0,1,Running,10193066,10194306,10193100.0
openb-pod-0423,12500,57344,0,0,-1.0,1,Running,10195440,10209545,10195476.0
openb-pod-0424,12500,57344,0,0,-1.0,1,Running,10195608,10195852,10195641.0
openb-pod-0425,12500,57344,0,0,-1.0,1,Running,10195689,10196096,10195721.0
openb-pod-0437,12500,57344,0,0,-1.0,1,Running,10197275,10198722,10197277.0
openb-pod-0438,12500,57344,0,0,-1.0,1,Running,10197421,10211864,10197424.0
openb-pod-0453,12500,57344,0,0,-1.0,1,Running,10200734,10208292,10200772.0
openb-pod-0473,12500,57344,0,0,-1.0,1,Running,10206679,10206802,10206715.0
openb-pod-0477,8000,16384,0,0,-1.0,1,Succeeded,10207773,10211433,10207773.0
openb-pod-0486,12500,57344,0,0,-1.0,1,Running,10209742,10210065,10209745.0
openb-pod-0574,8000,30517,0,0,-1.0,2,Running,10257764,10258638,10257765.0
openb-pod-0648,12500,57344,0,0,-1.0,1,Running,10277517,10280757,10277554.0
openb-pod-0649,12500,57344,0,0,-1.0,1,Running,10277525,10277654,10277529.0
openb-pod-0650,12500,57344,0,0,-1.0,1,Running,10277534,10277969,10277536.0
openb-pod-0651,12500,57344,0,0,-1.0,1,Running,10277694,10278200,10277696.0
openb-pod-0652,12500,57344,0,0,-1.0,1,Running,10277875,10277930,10277877.0
openb-pod-0662,20000,65536,0,0,-1.0,1,Running,10280529,11556705,10280531.0
openb-pod-0709,16500,51200,0,0,-1.0,1,Running,10286759,10291869,10286761.0
openb-pod-0711,16500,51200,0,0,-1.0,1,Running,10287519,10288374,10287553.0
openb-pod-0713,16500,51200,0,0,-1.0,1,Running,10287684,10287754,10287688.0
openb-pod-0721,12500,57344,0,0,-1.0,1,Running,10288768,10290609,10288770.0
openb-pod-0726,16500,51200,0,0,-1.0,1,Running,10290883,10291075,10290886.0
openb-pod-0728,16500,51200,0,0,-1.0,1,Running,10291056,10292236,10291058.0
openb-pod-0749,15400,51200,0,0,-1.0,1,Running,10296892,10297109,10296926.0
openb-pod-0750,15400,51200,0,0,-1.0,1,Running,10296892,10297122,10296926.0
openb-pod-0751,15400,51200,0,0,-1.0,1,Running,10296894,10297149,10296931.0
openb-pod-0790,12500,57344,0,0,-1.0,1,Running,10307415,10308336,10307418.0
openb-pod-0791,12500,57344,0,0,-1.0,1,Running,10307447,10308343,10307483.0
openb-pod-0792,12500,57344,0,0,-1.0,1,Running,10307455,10308316,10307458.0
openb-pod-0793,12500,57344,0,0,-1.0,1,Running,10307522,10308405,10307524.0
openb-pod-0795,12500,57344,0,0,-1.0,1,Running,10307826,10308032,10307828.0
openb-pod-0825,8000,30517,0,0,-1.0,2,Running,10337702,10364794,10337702.0
openb-pod-0826,8000,30517,0,0,-1.0,2,Running,10337703,10351349,10337703.0
openb-pod-0827,8000,30517,0,0,-1.0,2,Running,10337704,10348485,10337705.0
openb-pod-0828,8000,30517,0,0,-1.0,2,Running,10337720,10364796,10337720.0
openb-pod-0829,8000,30517,0,0,-1.0,2,Running,10337723,10364789,10337723.0
openb-pod-0830,8000,30517,0,0,-1.0,2,Running,10337728,10364792,10337728.0
openb-pod-0843,12500,57344,0,0,-1.0,1,Running,10344375,10344757,10344378.0
openb-pod-0844,12500,57344,0,0,-1.0,1,Running,10344402,10344914,10344437.0
openb-pod-0847,12500,57344,0,0,-1.0,1,Running,10344553,10344771,10344556.0
openb-pod-0848,12500,57344,0,0,-1.0,1,Running,10344582,10344804,10344618.0
openb-pod-0854,8000,30517,0,0,-1.0,2,Running,10345885,10364858,10345885.0
openb-pod-0859,12500,57344,0,0,-1.0,1,Running,10347973,10352512,10348010.0
openb-pod-0860,12500,57344,0,0,-1.0,1,Running,10347977,10348401,10347980.0
openb-pod-0861,12500,57344,0,0,-1.0,1,Running,10348022,10348250,10348058.0
openb-pod-0864,12500,57344,0,0,-1.0,1,Running,10348096,10348740,10348098.0
openb-pod-0865,12500,57344,0,0,-1.0,1,Running,10348132,10348350,10348168.0
openb-pod-0870,12500,57344,0,0,-1.0,1,Running,10349014,10349428,10349049.0
openb-pod-0871,12500,57344,0,0,-1.0,1,Running,10349068,10350252,10349103.0
openb-pod-0878,12500,57344,0,0,-1.0,1,Running,10350125,10353615,10350159.0
openb-pod-0879,12500,57344,0,0,-1.0,1,Running,10350130,10350743,10350164.0
openb-pod-0880,12500,57344,0,0,-1.0,1,Running,10350591,10351298,10350593.0
openb-pod-0882,12500,57344,0,0,-1.0,1,Running,10350733,10350838,10350735.0
openb-pod-0885,16500,51200,0,0,-1.0,1,Running,10352776,10354225,10352778.0
openb-pod-0886,12500,57344,0,0,-1.0,1,Running,10352901,10353792,10352904.0
openb-pod-0887,12500,57344,0,0,-1.0,1,Running,10352949,10354342,10352985.0
openb-pod-0888,12500,57344,0,0,-1.0,1,Running,10353010,10353615,10353015.0
openb-pod-0903,16500,51200,0,0,-1.0,1,Running,10358521,10360868,10358559.0
openb-pod-0910,15400,51200,0,0,-1.0,1,Running,10361018,10362461,10361053.0
openb-pod-0918,15400,51200,0,0,-1.0,1,Running,10362004,10362107,10362006.0
openb-pod-0919,12500,57344,0,0,-1.0,1,Running,10362009,10362283,10362043.0
openb-pod-0924,12500,57344,0,0,-1.0,1,Running,10362608,10364521,10362644.0
openb-pod-0927,16500,51200,0,0,-1.0,1,Running,10364477,10365056,10364480.0
openb-pod-0931,16500,51200,0,0,-1.0,1,Running,10365764,10366780,10365800.0
openb-pod-0932,16500,51200,0,0,-1.0,1,Running,10365812,10366879,10365814.0
openb-pod-0933,16500,51200,0,0,-1.0,1,Running,10365815,10366832,10365850.0
openb-pod-0935,12500,57344,0,0,-1.0,1,Running,10366634,10369277,10366670.0
openb-pod-0938,12500,57344,0,0,-1.0,1,Running,10366673,10371608,10366675.0
openb-pod-0939,12500,57344,0,0,-1.0,1,Running,10366675,10369948,10366677.0
openb-pod-0940,12500,57344,0,0,-1.0,1,Running,10366864,10370276,10366900.0
openb-pod-0942,11400,57344,0,0,-1.0,1,Running,10367089,10368088,10367091.0
openb-pod-0943,12500,57344,0,0,-1.0,1,Running,10367276,10368118,10367278.0
openb-pod-0944,12500,57344,0,0,-1.0,1,Running,10367461,10367551,10367463.0
openb-pod-0945,16500,51200,0,0,-1.0,1,Running,10367581,10368320,10367583.0
openb-pod-0948,12500,57344,0,0,-1.0,1,Running,10368169,10369576,10368173.0
openb-pod-0951,16500,51200,0,0,-1.0,1,Running,10368553,10368662,10368586.0
openb-pod-0954,15400,51200,0,0,-1.0,1,Running,10369221,10370053,10369256.0
openb-pod-0955,15400,51200,0,0,-1.0,1,Running,10369226,10369999,10369261.0
openb-pod-0956,15400,51200,0,0,-1.0,1,Running,10369226,10369752,10369261.0
openb-pod-0960,16500,51200,0,0,-1.0,1,Running,10369742,10372190,10369777.0
openb-pod-0964,16500,51200,0,0,-1.0,1,Running,10370121,10372690,10370156.0
openb-pod-0993,16500,51200,0,0,-1.0,1,Running,10379019,10397551,10379022.0
openb-pod-1000,16500,51200,0,0,-1.0,1,Running,10383004,10399971,10383006.0
openb-pod-1028,12500,57344,0,0,-1.0,1,Running,10392696,10393483,10392698.0
openb-pod-1030,12500,57344,0,0,-1.0,1,Running,10393119,10393302,10393123.0
openb-pod-1032,16500,51200,0,0,-1.0,1,Running,10393371,10409796,10393404.0
openb-pod-1045,16500,51200,0,0,-1.0,1,Running,10398156,10411026,10398190.0
openb-pod-1046,16500,51200,0,0,-1.0,1,Running,10398158,10411038,10398160.0
openb-pod-1086,16500,51200,0,0,-1.0,1,Running,10419857,10444424,10419890.0
openb-pod-1094,8000,30517,0,0,-1.0,2,Running,10424039,10433248,10424039.0
openb-pod-1095,8000,30517,0,0,-1.0,2,Running,10424040,10442475,10424040.0
openb-pod-1096,8000,30517,0,0,-1.0,2,Running,10424046,10442472,10424046.0
openb-pod-1097,8000,30517,0,0,-1.0,2,Running,10424050,10442475,10424050.0
openb-pod-1101,16500,51200,0,0,-1.0,1,Running,10427770,10432843,10427806.0
openb-pod-1131,16500,51200,0,0,-1.0,1,Running,10435326,10439860,10435360.0
openb-pod-1138,8000,30517,0,0,-1.0,2,Running,10436392,10437154,10436392.0
openb-pod-1171,16500,51200,0,0,-1.0,1,Running,10442271,10457092,10442273.0
openb-pod-1176,32000,49152,0,0,-1.0,2,Running,10445440,10445591,10445447.0
openb-pod-1178,32000,49152,0,0,-1.0,2,Running,10446016,10446166,10446018.0
openb-pod-1193,16500,51200,0,0,-1.0,1,Running,10451105,10464849,10451141.0
openb-pod-1194,12500,57344,0,0,-1.0,1,Running,10451338,10452300,10451375.0
openb-pod-1196,12500,57344,0,0,-1.0,1,Running,10451457,10451757,10451459.0
openb-pod-1197,12500,57344,0,0,-1.0,1,Running,10451465,10451700,10451468.0
openb-pod-1198,12500,57344,0,0,-1.0,1,Running,10451527,10451784,10451560.0
openb-pod-1203,8000,30517,0,0,-1.0,2,Running,10453755,10453936,10453756.0
openb-pod-1204,12500,57344,0,0,-1.0,1,Running,10453760,10453999,10453795.0
openb-pod-1227,12500,57344,0,0,-1.0,1,Running,10462683,10462787,10462718.0
openb-pod-1228,12500,57344,0,0,-1.0,1,Running,10462689,10463206,10462692.0
openb-pod-1229,12500,57344,0,0,-1.0,1,Running,10462806,10463205,10462808.0
openb-pod-1244,32000,49152,0,0,-1.0,2,Running,10468357,10468501,10468359.0
openb-pod-1246,12500,57344,0,0,-1.0,1,Running,10468879,10468993,10468881.0
openb-pod-1247,32000,49152,0,0,-1.0,2,Running,10468928,10469083,10468935.0
openb-pod-1248,32000,49152,0,0,-1.0,2,Running,10468928,10469083,10468936.0
openb-pod-1249,12500,57344,0,0,-1.0,1,Running,10468950,10469029,10468952.0
openb-pod-1267,16500,51200,0,0,-1.0,1,Running,10484454,10496400,10484492.0
openb-pod-1268,16500,51200,0,0,-1.0,1,Running,10484455,10489284,10484458.0
openb-pod-1269,16500,51200,0,0,-1.0,1,Running,10484476,10486268,10484509.0
openb-pod-1277,16500,51200,0,0,-1.0,1,Running,10487601,10490937,10487635.0
openb-pod-1280,16500,51200,0,0,-1.0,1,Running,10490091,10497678,10490126.0
openb-pod-1284,32000,49152,0,0,-1.0,2,Running,10491684,10491832,10491686.0
openb-pod-1288,32000,49152,0,0,-1.0,2,Running,10492842,10492993,10492850.0
openb-pod-1289,32000,49152,0,0,-1.0,2,Running,10492842,10492992,10492850.0
openb-pod-1291,16500,51200,0,0,-1.0,1,Running,10493917,10498769,10493951.0
openb-pod-1296,16500,51200,0,0,-1.0,1,Running,10495959,10497989,10495962.0
openb-pod-1298,16500,51200,0,0,-1.0,1,Running,10496760,10503375,10496762.0
openb-pod-1312,16500,51200,0,0,-1.0,1,Running,10503669,10507722,10503704.0
openb-pod-1313,16500,51200,0,0,-1.0,1,Running,10504051,10508846,10504053.0
openb-pod-1314,16500,51200,0,0,-1.0,1,Running,10505099,10517166,10505135.0
openb-pod-1316,16500,51200,0,0,-1.0,1,Running,10506246,10510670,10506280.0
openb-pod-1320,8000,30517,0,0,-1.0,2,Running,10510432,10525995,10510432.0
openb-pod-1321,8000,30517,0,0,-1.0,2,Running,10510433,10526056,10510435.0
openb-pod-1322,8000,30517,0,0,-1.0,2,Running,10510443,10525997,10510444.0
openb-pod-1331,16500,51200,0,0,-1.0,1,Running,10514908,10516275,10514910.0
openb-pod-1332,32000,49152,0,0,-1.0,2,Running,10515018,10515171,10515021.0
openb-pod-1333,16500,51200,0,0,-1.0,1,Running,10515072,10516505,10515107.0
openb-pod-1335,32000,49152,0,0,-1.0,2,Running,10516174,10516325,10516176.0
openb-pod-1363,12500,57344,0,0,-1.0,1,Running,10530620,10533028,10530655.0
openb-pod-1366,16000,16384,0,0,-1.0,1,Running,10531439,10568911,10531440.0
openb-pod-1368,16500,51200,0,0,-1.0,1,Running,10531868,10531928,10531870.0
openb-pod-1373,12500,57344,0,0,-1.0,1,Running,10534465,10534939,10534502.0
openb-pod-1374,12500,57344,0,0,-1.0,1,Running,10534494,10534888,10534497.0
openb-pod-1379,16500,51200,0,0,-1.0,1,Running,10537957,10542593,10537993.0
openb-pod-1382,32000,49152,0,0,-1.0,2,Running,10538657,10538806,10538659.0
openb-pod-1383,32000,49152,0,0,-1.0,2,Running,10538657,10538805,10538659.0
openb-pod-1384,32000,49152,0,0,-1.0,2,Running,10538658,10538806,10538662.0
openb-pod-1387,32000,49152,0,0,-1.0,2,Running,10539824,10539976,10539830.0
openb-pod-1389,16500,51200,0,0,-1.0,1,Running,10541309,10543646,10541312.0
openb-pod-1405,16500,51200,0,0,-1.0,1,Running,10550250,10551652,10550252.0
openb-pod-1416,16500,51200,0,0,-1.0,1,Running,10557308,10559354,10557342.0
openb-pod-1424,32000,49152,0,0,-1.0,2,Running,10562001,10562151,10562005.0
openb-pod-1426,32000,49152,0,0,-1.0,2,Running,10562577,10562724,10562579.0
openb-pod-1427,32000,49152,0,0,-1.0,2,Running,10562578,10562724,10562585.0
openb-pod-1428,32000,49152,0,0,-1.0,2,Running,10562578,10562724,10562580.0
openb-pod-1432,12500,57344,0,0,-1.0,1,Running,10565349,10565702,10565383.0
openb-pod-1433,12500,57344,0,0,-1.0,1,Running,10565357,10565587,10565393.0
openb-pod-1454,32000,49152,0,0,-1.0,2,Running,10586479,10586656,10586485.0
openb-pod-1464,16500,51200,0,0,-1.0,1,Running,10602255,10602367,10602257.0
openb-pod-1469,16500,51200,0,0,-1.0,1,Running,10603497,10604274,10603533.0
openb-pod-1495,12500,57344,0,0,-1.0,1,Running,10608060,10608870,10608062.0
openb-pod-1497,12500,57344,0,0,-1.0,1,Running,10608152,10609276,10608154.0
openb-pod-1498,32000,49152,0,0,-1.0,2,Running,10608654,10608809,10608656.0
openb-pod-1499,32000,49152,0,0,-1.0,2,Running,10608655,10608809,10608662.0
openb-pod-1505,12500,57344,0,0,-1.0,1,Running,10609035,10609523,10609070.0
openb-pod-1508,32000,49152,0,0,-1.0,2,Running,10609831,10609988,10609835.0
openb-pod-1509,32000,49152,0,0,-1.0,2,Running,10609831,10609988,10609834.0
openb-pod-1510,32000,49152,0,0,-1.0,2,Running,10609833,10609988,10609836.0
openb-pod-1511,16500,51200,0,0,-1.0,1,Running,10610123,10611443,10610125.0
openb-pod-1517,15400,51200,0,0,-1.0,1,Running,10610791,10612532,10610825.0
openb-pod-1558,15400,51200,0,0,-1.0,1,Running,10621070,10623411,10621073.0
openb-pod-1559,15400,51200,0,0,-1.0,1,Running,10621072,10624626,10621075.0
openb-pod-1562,15400,51200,0,0,-1.0,1,Running,10621163,10622350,10621165.0
openb-pod-1566,15400,51200,0,0,-1.0,1,Running,10621911,10621987,10621944.0
openb-pod-1570,15400,51200,0,0,-1.0,1,Running,10622381,10622571,10622414.0
openb-pod-1631,15400,51200,0,0,-1.0,1,Running,10630982,10631024,10630984.0
openb-pod-1634,32000,49152,0,0,-1.0,2,Running,10632259,10632410,10632266.0
openb-pod-1635,11400,57344,0,0,-1.0,1,Running,10632371,10637543,10632374.0
openb-pod-1638,12500,57344,0,0,-1.0,1,Running,10633184,10633277,10633218.0
openb-pod-1641,32000,49152,0,0,-1.0,2,Running,10633621,10633772,10633624.0
openb-pod-1642,32000,49152,0,0,-1.0,2,Running,10633622,10633773,10633628.0
openb-pod-1695,16500,51200,0,0,-1.0,1,Running,10642628,10644807,10642631.0
openb-pod-1713,12500,57344,0,0,-1.0,1,Running,10644349,10644970,10644351.0
openb-pod-1714,12500,57344,0,0,-1.0,1,Running,10644350,10644959,10644354.0
openb-pod-1715,12500,57344,0,0,-1.0,1,Running,10644355,10644932,10644358.0
openb-pod-1717,12500,57344,0,0,-1.0,1,Running,10644683,10644901,10644718.0
openb-pod-1731,8000,30517,0,0,-1.0,2,Running,10646777,10648977,10646777.0
openb-pod-1734,16500,51200,0,0,-1.0,1,Running,10647629,10657070,10647631.0
openb-pod-1739,8000,30517,0,0,-1.0,2,Running,10648627,10648978,10648627.0
openb-pod-1763,32000,49152,0,0,-1.0,2,Running,10656080,10656229,10656082.0
openb-pod-1767,32000,49152,0,0,-1.0,2,Running,10656856,10657005,10656858.0
openb-pod-1768,32000,49152,0,0,-1.0,2,Running,10657497,10657647,10657502.0
openb-pod-1809,32000,49152,0,0,-1.0,2,Running,10680596,10680750,10680601.0
openb-pod-1810,32000,49152,0,0,-1.0,2,Running,10680596,10680780,10680601.0
openb-pod-1811,32000,49152,0,0,-1.0,2,Running,10680601,10680780,10680604.0
openb-pod-1812,32000,49152,0,0,-1.0,2,Running,10681180,10681329,10681188.0
openb-pod-1813,32000,49152,0,0,-1.0,2,Running,10681180,10681328,10681184.0
openb-pod-1815,8000,30517,0,0,-1.0,2,Running,10683745,10705213,10683746.0
openb-pod-1816,8000,30517,0,0,-1.0,2,Running,10683747,10705266,10683747.0
openb-pod-1823,16500,51200,0,0,-1.0,1,Running,10689220,10694522,10689222.0
openb-pod-1837,16500,51200,0,0,-1.0,1,Running,10691513,10691996,10691516.0
openb-pod-1838,16500,51200,0,0,-1.0,1,Running,10691553,10692051,10691555.0
openb-pod-1839,16500,51200,0,0,-1.0,1,Running,10691557,10691996,10691563.0
openb-pod-1840,16500,51200,0,0,-1.0,1,Running,10691565,10691779,10691567.0
openb-pod-1846,15400,51200,0,0,-1.0,1,Running,10693277,10693591,10693280.0
openb-pod-1858,15400,51200,0,0,-1.0,1,Running,10695455,10696344,10695457.0
openb-pod-1869,15400,51200,0,0,-1.0,1,Running,10696595,10696905,10696597.0
openb-pod-1879,8000,30517,0,0,-1.0,2,Running,10697699,10699712,10697699.0
openb-pod-1880,16500,51200,0,0,-1.0,1,Running,10699813,10700357,10699815.0
openb-pod-1884,15400,51200,0,0,-1.0,1,Running,10701674,10703015,10701708.0
openb-pod-1891,32000,49152,0,0,-1.0,2,Running,10703545,10703694,10703552.0
openb-pod-1894,12500,57344,0,0,-1.0,1,Running,10703900,10704552,10703933.0
openb-pod-1895,12500,57344,0,0,-1.0,1,Running,10704081,10704313,10704113.0
openb-pod-1896,32000,49152,0,0,-1.0,2,Running,10704127,10704308,10704130.0
openb-pod-1897,32000,49152,0,0,-1.0,2,Running,10704128,10704309,10704130.0
openb-pod-1899,12500,57344,0,0,-1.0,1,Running,10704162,10704389,10704198.0
openb-pod-1902,32000,49152,0,0,-1.0,2,Running,10704703,10704884,10704705.0
openb-pod-1917,11400,57344,0,0,-1.0,1,Running,10708551,10710002,10708553.0
openb-pod-1932,11400,57344,0,0,-1.0,1,Running,10711456,10713026,10711492.0
openb-pod-1933,11400,57344,0,0,-1.0,1,Running,10711517,10712856,10711552.0
openb-pod-1934,11400,57344,0,0,-1.0,1,Running,10711520,10712408,10711522.0
openb-pod-1937,11400,57344,0,0,-1.0,1,Running,10711854,10712283,10711857.0
openb-pod-1940,11400,57344,0,0,-1.0,1,Running,10712044,10713664,10712046.0
openb-pod-1944,11400,57344,0,0,-1.0,1,Running,10712579,10713680,10712612.0
openb-pod-1956,12500,57344,0,0,-1.0,1,Running,10716963,10717199,10717000.0
openb-pod-1960,12500,57344,0,0,-1.0,1,Running,10717191,10717756,10717223.0
openb-pod-1961,12500,57344,0,0,-1.0,1,Running,10717233,10717629,10717235.0
openb-pod-1963,12500,57344,0,0,-1.0,1,Running,10717382,10717600,10717384.0
openb-pod-1966,8000,15625,0,0,-1.0,1,Running,10717746,10717925,10717748.0
openb-pod-1969,16500,51200,0,0,-1.0,1,Running,10717964,10718136,10717966.0
openb-pod-1970,16500,51200,0,0,-1.0,1,Running,10718017,10718214,10718019.0
openb-pod-1976,15400,51200,0,0,-1.0,1,Running,10718885,10719864,10718887.0
openb-pod-1988,12500,57344,0,0,-1.0,1,Running,10723624,10725759,10723660.0
openb-pod-1989,12500,57344,0,0,-1.0,1,Running,10723647,10725796,10723649.0
openb-pod-1990,12500,57344,0,0,-1.0,1,Running,10723647,10725796,10723649.0
openb-pod-1991,12500,57344,0,0,-1.0,1,Running,10723648,10725796,10723686.0
openb-pod-1992,12500,57344,0,0,-1.0,1,Running,10723650,10725840,10723654.0
openb-pod-1998,15400,51200,0,0,-1.0,1,Running,10725785,10727435,10725821.0
openb-pod-2001,15400,51200,0,0,-1.0,1,Running,10725873,10726332,10725906.0
openb-pod-2007,32000,49152,0,0,-1.0,2,Running,10727897,10728075,10727899.0
openb-pod-2012,16000,31250,0,0,-1.0,1,Running,10728855,10729780,10728857.0
openb-pod-2017,12500,57344,0,0,-1.0,1,Running,10730848,10732395,10730884.0
openb-pod-2023,16500,51200,0,0,-1.0,1,Running,10732386,10733829,10732420.0
openb-pod-2026,16500,51200,0,0,-1.0,1,Running,10732936,10733037,10732938.0
openb-pod-2031,15400,51200,0,0,-1.0,1,Running,10733472,10733692,10733474.0
openb-pod-2032,15400,51200,0,0,-1.0,1,Running,10733527,10733797,10733566.0
openb-pod-2048,8000,30517,0,0,-1.0,2,Running,10740992,10744595,10740994.0
openb-pod-2049,8000,30517,0,0,-1.0,2,Running,10741000,10744539,10741002.0
openb-pod-2058,8000,30517,0,0,-1.0,2,Running,10746959,10802412,10746960.0
openb-pod-2063,32000,49152,0,0,-1.0,2,Running,10751225,10751408,10751229.0
openb-pod-2064,32000,49152,0,0,-1.0,2,Running,10751225,10751407,10751229.0
openb-pod-2065,32000,49152,0,0,-1.0,2,Running,10751226,10751377,10751230.0
openb-pod-2066,32000,49152,0,0,-1.0,2,Running,10751226,10751378,10751230.0
openb-pod-2087,8000,30517,0,0,-1.0,2,Running,10769663,10792073,10769663.0
openb-pod-2088,8000,30517,0,0,-1.0,2,Running,10769672,10792125,10769672.0
openb-pod-2089,8000,30517,0,0,-1.0,2,Running,10769676,10792132,10769676.0
openb-pod-2090,8000,30517,0,0,-1.0,2,Running,10769679,10792069,10769683.0
openb-pod-2096,15400,51200,0,0,-1.0,1,Running,10773256,10782220,10773258.0
openb-pod-2099,8000,30517,0,0,-1.0,2,Running,10774043,10792065,10774043.0
openb-pod-2102,8000,30517,0,0,-1.0,2,Running,10774131,10792128,10774131.0
openb-pod-2103,8000,30517,0,0,-1.0,2,Running,10774134,10775529,10774134.0
openb-pod-2106,32000,49152,0,0,-1.0,2,Running,10774745,10774954,10774748.0
openb-pod-2107,32000,49152,0,0,-1.0,2,Running,10775432,10775614,10775437.0
openb-pod-2109,8000,30517,0,0,-1.0,2,Running,10775596,10778195,10775596.0
openb-pod-2113,12500,57344,0,0,-1.0,1,Running,10776531,10776918,10776568.0
openb-pod-2117,12500,57344,0,0,-1.0,1,Running,10777147,10777672,10777183.0
openb-pod-2120,12500,57344,0,0,-1.0,1,Running,10777509,10777671,10777547.0
openb-pod-2121,12500,57344,0,0,-1.0,1,Running,10777556,10777672,10777558.0
openb-pod-2124,12500,57344,0,0,-1.0,1,Running,10777825,10778121,10777828.0
openb-pod-2125,12500,57344,0,0,-1.0,1,Running,10777972,10778047,10777975.0
openb-pod-2138,12500,57344,0,0,-1.0,1,Running,10781899,10783009,10781902.0
openb-pod-2145,15400,51200,0,0,-1.0,1,Running,10782989,10783867,10783026.0
openb-pod-2147,15400,51200,0,0,-1.0,1,Running,10783498,10783867,10783504.0
openb-pod-2148,12500,57344,0,0,-1.0,1,Running,10783858,10787420,10783861.0
openb-pod-2165,12500,57344,0,0,-1.0,1,Running,10789246,10790053,10789251.0
openb-pod-2166,12500,57344,0,0,-1.0,1,Running,10789248,10789761,10789285.0
openb-pod-2167,12500,57344,0,0,-1.0,1,Running,10789250,10792623,10789252.0
openb-pod-2168,12500,57344,0,0,-1.0,1,Running,10789332,10790265,10789336.0
openb-pod-2169,12500,57344,0,0,-1.0,1,Running,10789370,10789448,10789373.0
openb-pod-2172,12500,57344,0,0,-1.0,1,Running,10790555,10790969,10790590.0
openb-pod-2176,12500,57344,0,0,-1.0,1,Running,10792690,10792797,10792725.0
openb-pod-2178,12500,57344,0,0,-1.0,1,Running,10792875,10793920,10792877.0
openb-pod-2181,12500,57344,0,0,-1.0,1,Running,10793680,10795186,10793682.0
openb-pod-2186,12500,57344,0,0,-1.0,1,Running,10793901,10794604,10793937.0
openb-pod-2188,12500,57344,0,0,-1.0,1,Running,10794461,10795644,10794465.0
openb-pod-2192,12500,57344,0,0,-1.0,1,Running,10796819,10801367,10796854.0
openb-pod-2195,8000,30517,0,0,-1.0,2,Running,10797794,10797963,10797794.0
openb-pod-2196,32000,49152,0,0,-1.0,2,Running,10797856,10798008,10797859.0
openb-pod-2197,32000,49152,0,0,-1.0,2,Running,10797856,10798007,10797861.0
openb-pod-2198,32000,49152,0,0,-1.0,2,Running,10797856,10798007,10797860.0
openb-pod-2199,32000,49152,0,0,-1.0,2,Running,10797857,10798008,10797866.0
openb-pod-2200,12500,57344,0,0,-1.0,1,Running,10798052,10798403,10798056.0
openb-pod-2211,12500,57344,0,0,-1.0,1,Running,10801335,10802419,10801337.0
openb-pod-2215,12500,57344,0,0,-1.0,1,Running,10801780,10801878,10801784.0
openb-pod-2217,15400,51200,0,0,-1.0,1,Running,10802404,10803837,10802409.0
openb-pod-2218,15400,51200,0,0,-1.0,1,Running,10802458,10802883,10802460.0
openb-pod-2220,15400,51200,0,0,-1.0,1,Running,10803121,10803723,10803156.0
openb-pod-2221,15400,51200,0,0,-1.0,1,Running,10803482,10804982,10803517.0
openb-pod-2223,12500,57344,0,0,-1.0,1,Running,10804093,10804803,10804095.0
openb-pod-2225,12500,57344,0,0,-1.0,1,Running,10804189,10805023,10804193.0
openb-pod-2226,12500,57344,0,0,-1.0,1,Running,10804255,10804803,10804257.0
