3.99E+02,1.60E+01,,,6.06E-01,,1.87E+00,,6.02E-01,,0.601922097
5.66E+02,3.54E+01,,,5.52E-01,,1.32E+00,,5.46E-01,,0.545693311
5.26E+02,5.06E+01,,,5.63E-01,,1.42E+00,,5.57E-01,,0.557265209
7.06E+02,6.07E+01,,,5.19E-01,,1.05E+00,,5.13E-01,,0.512754507
,,,,,,,,,,
,,,,,,,,,,
,744525848,,,,,,,,,
,,,,,,,,,,
0.014241931,0.020664653,0.019905011,0.021338111,,,,,,,
