3.09E+02,4.57E+00,,6.97E-01,,5.50E+00,,,6.87E-01
3.90E+02,5.38E+01,,6.91E-01,,4.36E+00,,,6.76E-01
3.75E+02,1.26E+01,,6.93E-01,,4.53E+00,,,6.74E-01
5.19E+02,2.17E+01,,6.75E-01,,3.28E+00,,,6.60E-01
,,,,,,,,
,,,,,,,,
510091251,,,,,,,,
0.034594328,0.050025053,0.061566308,0.049085528,,0.68677998,,,
,,,,,0.676158329,,,
,,,,,0.674094673,,,
,,,,,0.659794549,,,
